   k     k*nj*ni   tji        t total   fn

2015-11-01 17:24:21-01:00
0651   325500000   545   1 01:03:44.0   0.36792938943316664056486665571169564697853578406406205954389671777869218808736659671027619949370195688636938081149215067963405292447771274739321172484648815494322968386456834226045895217171953498292412204117892441126321155785789190181911197854692544502231167590586858390510901929744446679869116691612350838799174362420001841775815692672699223992921694357315508382136290555288855600628667898723698853975778525747231176825853827485113455240179646993234954530399433531482152424197178213951446309348752963
0652   326000000   545   1 01:12:49.0   0.36792935111328851669064171106801710368752186804264768919298277667243411482501834328225424903617974306037321504308390907201885497720350896247337985954542852424611826291215147048194073415098507646124230157430360391885613627344381773295352526005186563543437202458640078026620801534597574413296612271471100183886053680030829468956270261649696757668052108416877102400285530732846416286826207896618948399437703243190018142642410889678569780727742920510338494817544873553371572110813755057717519627586932307
0653   326500000   545   1 01:21:54.0   0.367929312881470334863252639574457336198994789106084829293894770956608088385918286667326829005500883288058255552812874176731725369694196314540300500845629521799303994882512397436714680447685683303645228903225041223763263664100449949989444854299010045425053065181608770436448275560696990333482916753578704233581724810337222735014677192654303333398565751587376492859997205211697128808850974241066185927180298822149375955601419673511854687132019669803638098456873124499096010265777139089733896642160747
0654   327000000   544   1 01:30:58.0   0.36792927473737533960285122667534753383273822108462331530746021964756745345333326364679001047337308825569199843593310301401203234754055209008546127771226852733843894993830704320477927973582678305434628127453752904214076472769906930658965992396335919587268003447010092351942892736280900596285115839877753033554456697568308781656891343795363701367471313844649089738195267080756034232400842428903099661390309147496025937727608425076944405337029347797652924819378247893076539467979725920288395634799249969
0655   327500000   545   1 01:40:03.0   0.3679292366806685756019648494640012126662808492276481527107462442961751434749498857124356805325886970117990297022881872887183123258089247386031758766024417214557068760909760341019001032543383106539784139297953216428962313448885148150350868224312358461538267028975362824167700882697952516539367282914461813841524663582002367554783242439959807679077202315297449711372860123858313168403437070697112267908827326889301455419733240907455969780674486772264954610718430293377207721558964660315288962362400511
0656   328000000   544   1 01:49:07.0   0.36792919871101687537186956280649214377377268435451391922188080890267858472134659666816833324661609529048217160151819441045443272309839131956635858946828635781171266291663754257040825016742271747009114440945508682755454752506522315054438367906806431903035580437615635360580050887338916604481041077988552119015109957064492589769346888757150427807965516815137001920185315631760674446625263797621375961234662767731515294317674739927144652281000941555094464235096125763763445953454791364012172698750641763
0657   328500000   545   1 01:58:12.0   0.36792916082808884699242087064258372359311381375841189156102253658321192728254691730293197485920436860826810202557746689956125250715436744738878457750759802021796724245963678641479953840175084406114641499648716118087076577083425822499408578536147302083642262320585478851596892885627290490700841484945164785490399854246637960510260773992141220051675090573300078422747717487538466312223360754515580278677642207307403038997333012901221574689739957697621532470729506757397819046930455669825178007899946822
0658   329000000   544   1 02:07:16.0   0.36792912303155486196431978316184695238174136518185729454241580486188996315885954511586190625253726804308564900898749163048844250047898957238931609591076500282840606379255099750390043512920778070725896553248249570067992582487434269217313775156141222812395717427940530951503057281501487820690108405647144630611803945570154680470153930290549574323339921227365261732772037694386975506905821675569404160622061735178547073274402491034260917984568980102081578645467258696909823778779655249323901281476408055
0659   329500000   545   1 02:16:21.0   0.36792908532108704316280340090653020004120226022709686067984199492986245067988872186307489898733230008544376070227726703296940147026164594231908019009765899630379113258875719733505552903603753533794452699806903799910085214165954566982308621672414338665912187210474402224027340703991696856935002111872510712879141307728337981741566826127296285602559533614260003517782148546816806059066221230055306278102560845706299802926458142103745827704505795228357878363749638265976871342277122543040316506648867976
0660   330000000   544   1 02:25:25.0   0.36792904769635925289176075723417758463512505680905747890710457306982180218271462089167029115663856083022482092439370891620627801592528643588735433580784339280397705443924217694692153687700039668086300583295149948009886122502460514140027914174083997927892835375752616055183177869360276615166429147483239124664747667920048873440181921879623674745728092655438535718244644788881573136326882565264492717335934784184700570915114880391072007276557735674900916146137789184455670746600678917531789047685041326
0661   330500000   545   1 02:34:30.0   0.36792901015704708103728599313859564283601075079242051591919796078947091985185793351135436098616900564447106121779587209359486433749684810670236890216724806024112405023780174305466584890123488763044141814005605242008542539626608369305714778747864696233746895975928459778330232070492846686251238897684812820243742363329257268216300572275744142179746909059114096941603332216824656560051457080110942020860745684057423409187659929134465129862510316380713541335988876735238094532715601151473664848624255603
0662   331000000   545   1 02:43:35.0   0.3679289727028278333196921352995878179519843277416107936136689771148578090345531363525235418771174309988904683303684422645321316928578871781230000364659287751766299566683976428827294904195007180584342744820799021709159141411893773583860343332699453514266098571678309661816297925718541318572692024312642054961020296753715565249298329136453537541419812055798409790652452254265829991696061424580491441990612522004996447347440651012702330110914370545363152935149914082820031721202406575378354713351292075
0663   331500000   544   1 02:52:39.0   0.36792893533338051964301980149834080580101770754851397226717696135184974878862071755583490929225469902275695010069785492300217864282656766795228310051640757102869793112260799901407473377970615146623607687135048804398127627018995759947714196452214589088368385381193486120953472698575038705743464287976845324417477417943395694020335495279211553861686416832122195333146951299684835557280695260963734684936160685935029174165304296967281349438109874318800077340262594845368222050374519359469301819923272553
0664   332000000   545   1 03:01:44.0   0.36792889804838584254108606925184604927958836976246794791815609488896473280121485239013706251720618654347213015624455516054952210277248775470120897924812467370932043074913059680990180428588797766411114264126382769725485503105183694436881105514028726851173018203725586831968095151756706445779716877461407572129694364715835007978678949508848366480716316876368438458554490981566015984674958741362757879452618012908622047899367280981142955853053558018693230214748669772157470143139266915832024753969145261
0665   332500000   544   1 03:10:48.0   0.36792886084752618571912951570919766636452098857304725466441545083924332036549326116780085250241454627923055090714957903701610414649874426404442331592259478215102491869938532630048915079533134199478706479433020942271051450971411013835144887182235970650657530154597634947941811969244726576864086158239187395812338886087129266010030734964006158235856023706268037228024811338071872279631383901088457014108607102531218299879147524277264804381065753056136624256974413859942022076453442295694849654309802404
0666   333000000   545   1 03:19:53.0   0.36792882373048560269011807150604359657319327025638786630332604049958877841360769640798774976002742767768099126387186351123437337971398722334456837868490427588763940467765671897134200785966654157879101719751471843926719915499295946736701898602413749458621600260653169394524975654467468062571087074111075130878495959535419107876335815584535717778194428906274517363890176949696795786524740414603065394341309913358134145913638212412646285921514260081489509972891216614751246843847380334819853027575183413
0667   333500000   545   1 03:28:58.0   0.36792878669694980550479683035054357846139276506134946642187993319632021237528088398560514904860167015562128250307775955503390191639569259423938795556520111759650123648882464565220904077703336928507678759208948190176273924844362640617303472134332709853672990835482003594390130218997212464306371032396572539677624660780143376661353314359546734378891150997298731520863258565661146963947584533638811444233295261299288178317031221971634264070954834568879127636849622778094989129580001323448460054339265906
0668   334000000   545   1 03:38:03.0   0.36792874974660615357456332154375460475943867082739785659718197863942912654631930176060465114474383377055183294553417727427836151084695057758716297394526854389341138279284423923957867448575056909485684303491612221255050731233685641209566157477577031944163626023060468159419122199612939836930469560253212731258939485313192296893491029428835697564509972240001769820440840518001851136137013339705786626706545739184536785936254337276369270685297824067186784698871021581418020539649155416767330280694091086
0669   334500000   545   1 03:47:08.0   0.36792871287914364258626798631798558673373332635044294372137472329383652773102378236937361949793074510654643165798738912054777155908659079492761961291878973600384405123059072929228115372041579805694107798857685870232378671285550837905316335248831219908800709894381964763510134343201635752636876521705157561041754652261397692092040819383871635470106639158456415583258343072329374337541679783394720922846210610523155685196122696680513856519002046815308288048168971486477557570204900138439265553840532337
0670   335000000   544   1 03:56:12.0   0.3679286760942528935080477026771369219727359054110689706339980642091062326564413154531791378201379596528687538653857493789138379045921214910577390307075007870335658735392867089860170907747336688283981431827813071596088034400930154215239022819430614707954557360881518011513648299226628809985363763083975469480534303101395675311165724475305468167744818971743794523858780588223035423823955292080579927504049283979271377354266470682478992888337736103037382626321472070626526462338751598209514527692493665
0671   335500000   545   1 04:05:17.0   0.36792863939162614168531017918291163466816319373899686938415488753149733314506618016608951170178318914706555723029482344588834554313283337719683122641641043427633468519760855937284390201813358567637081853104244462032410823936584206934112050600433256077154456457688253456759697283413535096671674884474882778782605229569502658214288484648974131000549427155875798753247667814003364209557062730786710107360133900626071443858886771807738512027892660308355497255419461398541474589607451080992325089090508886
0672   336000000   545   1 04:14:22.0   0.36792860277095722602599688766084301672553503684036336955008267563764799999657107392872975425119172941587474793064976824450954899512389435156158342704471824723300993515588781324578518708759818447048811670316906085659768213619152709392310007410453473441040491079192479600641532095381078551236130023734552801287784373751504534028039322397407606787644455443953338243124241436382233048310825656511507322531268325516307564997920825493851686330507240276655687247722845515573813331023208647813188839965272879
0673   336500000   545   1 04:23:27.0   0.36792856623194157827426192988285717511580207168585640855774540104755940852809486157913512783075361541033750140620585715643452685033843182582329588317864151903648968506763169665834233243447109720037977435158787480583445052666313761051709122151108171792206117227386059122494649539421114920085405948709041856129813003869491892960343011511415810556341898824259575651420890917684324766036198188131860633928120930472995173388456021880262097982092539236914718003664087983880735821317617085956602586897385449
0674   337000000   545   1 04:32:32.0   0.36792852977427621237171383567332558501420277730495337616433057528821043567880816753465541219587235358233101913191191440798803261752715385570633732522702909264660725106899463420902368886443506853741760984093396753963768507735076528367437032792186020855354516689611533170143229694099788017152443444269429739508844623553299941895187947142507301312165886644629392473620286047369631550671314569325590114375062157456087174223498587681417731199815012002029447015962631604292784325677514476228245678269273316
0675   337500000   544   1 04:41:36.0   0.36792849339765971390537677131070419224271941552141828698515474361693025687516286715733825342170701966619147196737426449296865362043075783925760895619484686090585260752517785748918204678503461802354903512638982874274440382749361239718802059956196218203189461687120002494807739456088080629071384898887832487087894591900863704604414496911568933507879166466152572626199183172578861257377294163538639478146698578515927280276066976531830777212061474130933803712601423035900982652777520838161542237088134533
0676   338000000   545   1 04:50:41.0   0.36792845710179222964153699925750157809895423227258245840752450978700502349023112999817311407405582577115362303849594425421274557944089817593920881168215556195620234591649481427631491957642945183071188867419413989697170532690308580379874035350455365093521277963120646007744741018184424343286738009197698993528777479234477655570501820606062145443582447544340420702037564776947552070721189744575446897965968957360478951177958984554293964587859843670242378396422025601191333415399861977671548972455858473
0677   338500000   545   1 04:59:46.0   0.36792842088637545714464967482168333944566364893343514597994534432615504056797102984313231242986553942109951410946514286722115816748376218577332522964320727030621997077429753723903568399324925395079789437179542310442970310596785384356099288378281945294469293368431519478167909907905832721200275571321709294639003523587266810513623457240876828015070981019320012361892303877049068353541954927226033816654555722717167279868013822937320767104280273682072457622359489538965864975155944639840881352845477212
0678   339000000   545   1 05:08:51.0   0.36792838475111263448049019398097937375379504978714952470918142427155839867996996842048926041196248508450458718794154503146993406560921074892629063656784124704889127026318633111028304802294813385944233239083332443912850914536932542994658862339395199630035285823655992852205540706489249062519116781292044985380405460108505876874677355962277822234545568034794464209369470844599681348834050475206524705908720659079942491864353502989872882740879228876237588638668871481511093108814058338644524407857508653
0679   339500000   544   1 05:17:55.0   0.36792834869570853000274332091069296966040748196706753619590893511008557983190110573905976603310869976868622348592957938489338341240836013671294003896390624954091232493075674937661842942039037048274880610529452966156201207519191229672576348881664355716769594131284626418869983018371881809795450320234784270602859057753551045272812239710753101883734747927481664659532689103901723482288579947126394589695185062394034390443409836574164168931807398460344825166441761110408670941684563326570684571455395465
0680   340000000   545   1 05:27:00.0   0.36792831271986943222223222534322620230778287613955856298341863857625078628095200456175761450909299872510236004579285452982540272819154411081020671217519579462151861113258250090677099983363498309147479557999201136571780807840037915036328145996760909635510549414389198577331127462031678906547885036034035940222360855996046196327408051195795458963860141686316732924898822170262969710144060141914943551789462132681221440969215275423164139347567520591824607703329182431062693314758716829651741479783449738
0681   340500000   545   1 05:36:05.0   0.36792827682330313975799835032670223512724344719421160163852908937658870544087827009828237205005811111248318097442357493038117088129175893890579482732853781919192277042447154340681469154593726174850568510223013058796411443174316829089104789829314587163789788061285738971697178186445521662497054223977846168162328742297334027584826530398101867553917931160876793457272399064945047354788280433880955389810388596597392758800152032848241109268266443020782804631634618924693517359091324420090568542166223132
0682   341000000   544   1 05:45:09.0   0.36792824100571895136945171178962095467186876251446731376606474894174747131699723619054421879613908878084230639338826344183884593597545755515232130624290337464589954659678923526908249873669592679452202962831661871985350670663072262700792973875541697855999476588211823627084136263470700684999005587392293978035553771173126995814048370622020273611948468764505886075166352794429500189227094460955459837842323949579774345930754066882618110515653219006020316029193042567444026450815673255014087204043292151
0683   341500000   545   1 05:54:14.0   0.36792820526682765606881980408344932450522678449632728447964623406546733938336976104096003153724034453908445491400245322989133670583100145278643044182270985496440250212892882323179725381410858193487521717516526724327236309481063024683524832499636815077443653859738884875502588572607525692782909586867271265614230767333741084071923374908186520216854568653467800145553162564697811737451939085718784016065444686341549035696213405828030433476184205711334448182738616084648476899603115522273619452444584069
0684   342000000   544   1 06:03:18.0   0.36792816960634152331313175186702217249401788241332874969804725141747264784223546697994716423766718644920257693458684958680509070929779990009158092968893377704930485499672571348867660164536204083716429292127480875299007699439190375934673897549837435229696838175412985772460844604009469713707963198061536714893136397029318027088682409629711769425813027407285822406921858764412546822804899122503856819309958020186923786326469692949241390002841359908565374121517622373973563637905946101655203314491440857
0685   342500000   545   1 06:12:23.0   0.36792813402397429327498270979418719615827618786157809933563613539777599638243847137587273892831022668374774044538100640146498273505784918482965338014660953800270146606799226125888110674372257931710064667460888428681556566365883880471886320047405429365158254334698469473032320657883232887839649762215864130852736667013599989232182228605835168907601330711352708988925255603129174707628269620257826654477522137111811662325813646540736042661620798996060809024686556380484824164342027410722115408512928047
0686   343000000   544   1 06:21:27.0   0.3679280985194411671913317689252044410602933693340351628705922151705564356087299652451032303046705936727800880535958632113312777548347945469808558616791652665545482747017583028586566099252732106589732506038179131497162633483413979343759050108791160096151181575961052331702169357399387211664047828827386435648858145424176721457585821402558392536151625572792899148902634089263416708135893651004866296156515446504597612723419531850391049646103668292206185280265261740391177432479894942512420293572819684
0687   343500000   545   1 06:30:32.0   0.3679280630924587977895947840366794385493781508169550224445051423364098859549801273871933186765770829967180219579100247071256341064404779847340804048013754054514081497136618146982637801638911176238229196212982652377398004828995352679880932124390729295910787676696847531312271554811221129290622373942423337063984229449491212609552840544624030496119152511253304643274297660654071637638519024470322680995804886401314745639470818484074454044036933658131545269898061401959989809567396727332021568903199166
0688   344000000   544   1 06:39:36.0   0.36792802774274527979030159046605627272923140682608754567486895285711970419673112674882540359908214196200030435991331135798700669516544669387166035338736481245079110526580204504744897258992548188059645369125048924749152674262519407723599659157131185382055562353152458094593340443030510239839423539535411898967756647861630463670980493931126868618922293274851710328403930849032664765676648334879373359798311585947290700873442655705805030729307590368546166399211032860074783421534357378929757393757243825
0689   344500000   545   1 06:48:41.0   0.36792799247002014048559503418518487544172563789688205764236213025272316721071844378710800068393604713880030384711387642850998613206480556721214133749492492985555627222694103828430908642025759130156394222525598852490740085217430219571728921386783373473722385061546988931312322216582485773649731590626556577918682352392618253362315900793524277569768417302598272331875894979282236547020233334699003273924927045329371701930664456761805859583413542847000358445849554525408885836261990049517297850956263471
0690   345000000   544   1 06:57:45.0   0.36792795727400433039285709582230456590067100410864067679318099640357375092964585823019955878995730767357285776982588657738503448514552582842585610597681322288691433502611495576430147665526393905790562024297288912597394520493498142802356568172510020135816301132309989250614102019539941973226491635272238087530881070481267635303444371394333157497596425152761322038572518436861356180112983780542184486675208051993529242173071433821869275627379301421643956626001734542387683034563340149250860388259359703
0691   345500000   545   1 07:06:50.0   0.36792792215442021398275514969124030680355127483390023615040543200122772122722387454485664978638035554277046129913667709239753425206320092093049733095174769626206633580160449979096903334547741886409350851463770552965682889067265640897168908887421860818570431400269856368927356023163449655893513099966983258410516221442945825206111871590963075210831038840072162224127526497916937065564464510249752360681675803929318514073444219885709580186675215897326961822517770370553921106981823380450198619992733621
0692   346000000   544   1 07:15:54.0   0.36792788711099156048100906386851068203594894253285588840091775707290854000479686070599901692795292347843262749324404584774473787028970410902139644540597985361762673525039358773743359285664443464351022578052850812044485897087166742747771583394404703594799560856991794734252645337159226052212006134996081386898428280759037026950970819687899709700594214737101317226971381400463696423086314897118741972225921177385957566120563250275302058716928012040890363522251321000735560528788010191026169728348411157
0693   346500000   545   1 07:24:59.0   0.36792785214344353474318741829109258982173939703100505180476724103428906072411379326219105955569721314993649406099767411481488513131629963120277146116539740229082376962448145479450640630081872599874039626318406703029860542633674439660223505867840273224609297704177006504421358201526124723637035266779010633708114397627927664141452991103460689431927607998576961729163824129897248255050993129473974699470011889385840990933741891269892882945555604738908862023809632861786974583980661342071056897043537283
0694   347000000   544   1 07:34:03.0   0.36792781725150268820184859601768012609251782881075577733733758086640323021632615685924274744181651483663405227006228531015188294099043815752011639214502990399691696865077734485537702103965602340574896754888159222587548966218970635132147433749977990536491690166436266025653102399772917628755561647657842828511324386653330534655213303612963860063686356782169737540788145509988029408991152017741879842640418373187107586874797066268349880985811306557917715358660239311255769500314627473328598288460215833
0695   347500000   545   1 07:43:08.0   0.36792778243489694988534988947285242217924368220494458622933752803042095312317939876008847353790097796571039959889981321772844980819138273294401221448912568982756806506896572219441674781496222794024601985330822120619300117593396425592407744259709921017826337875375219744468960211816606815160243735871285451711031888810403179074161697813255795247692748313839658151781027647697709257879832575204066876122697695166558752980978941392845622181994487280003369440216210617572185140338502921222534760996907739
0696   348000000   544   1 07:52:12.0   0.36792774769335561750765505992592262836634028665654194506252843656449737484983539120267384766984597598250847482007677950739379192597562234036010123371977484028651695401245095845583579184319652664262551065854234994885910781675272376539212333609412859149174307556581083293820329867304233363511957881263996185650047795074351787508484233299888012801398859995012408130683691743795515672691441577227623005205776415158903951795479518537182913742412520097435479401191305945588116899581187543567189412144780129
0697   348500000   545   1 08:01:17.0   0.3679277130266093486284779958748461054366286073019242875573958792742705551477197802705445684289328952139569876300565084456768608751428753420258640070890569733191644361487851696288566793598439383164811133102418449624813870023034793241542643943128883911039301530813413228352134465603638329049877951970183330762098537299467987080700322947265542397163597875218138894050759175521846517682250509314239978322224502789931958479091153282892077109275375391458408710562980506836342234316607457274567202355862986
0698   349000000   545   1 08:10:22.0   0.36792767843439015188310723562237178191270025563287349179143004953690487830969492485976573328166630582402203540526500390339418403549715134966229591185941646784138149008674975318029592333919716700818287541824967912078368256686915482198929283063005341048337456899548734416434687760121565178603804256413453545859470102148195563135603817178292510862775262962554883917560387409393612867616168154597091641348471835117492734466581234713044341478446660743940492550981330393323713240013345729291470313174719522
0699   349500000   544   1 08:19:26.0   0.3679276439164313782812631523403661642893180974577497638954903567701062680233625262845349442768545758325166626853993395837435252140524724305814091983671747197182227376105910421465495001041497599141881332841691682359503848700034923475876708914660347111347877600516882381769680779873486762582679771918340592020166880963621734122127930158140568667915223653748571821337584459602964880600535680762483808573040998168318482636873859609918617530889956039508545852977447033737071587780171135071822840626428833
0700   350000000   545   1 08:28:31.0   0.36792760947246771257434654749475159378310511335161213695430940485625847377708904721798585370301708254287850652543097333012216979280492105789592004550906075083078132755235948193064269808811713397715882966381096250875511725376226767107078209478251538984088976763315974381100685392179787270972799495876926522484772922079243984871567128224759175620076080820138449463919519070573085069864302821332168666622588564092868562424973627340557877887307857311105860556167389115639926378967298067398125160619850172
0701   350500000   596   1 08:38:27.0   0.36792757510223516469044426180598726957680727330976577226959578820191378475697291659480962465146150623178145280946298278727225294231608800147273756535885302795803668372502864276828071641311887487119044988393396554286914087009329622707903477461561856541240239987802638338232582375232949046077844195624577832411593449492431821893567810958698918728598255707412066698101817643575798467695966687464254777669505128421716417862182280511905345608453263322264492135200452381332608113014882107629414575406498706
0702   351000000   569   1 08:47:57.0   0.36792754080547106123646419308936158069158527574407332165714615947708474849031446563880196551406953786930302056924150593941507981456180103065261242289210321599785051526052168955717526518762552988053012189096983118935591952665589836140000824828097941667983579284775660799608231408099247492486857683612775529908061128320817070953209322748234286451471755881596262461663300131797016409595477572242137723995575679611631478182670151725732888640853535790311761491636990861914659502741582925397255747796151541
0703   351500000   552   1 08:57:09.0   0.36792750658191403706677880847938930905927595375626667287860490726758029163726791104440742050840425719762251993381932453515839539642321229828568348538416643537871755864609991878914027110914519956847189491699620840909612747495825491095672014049057618584778948769642765179729019856746713691684455788102752922052947828633291719700370996167922378525325233978032305431611373620620557293211697422530107877526037464414155417560299413084933604144020717246333512700988764745184028930885896258468970038748006438
0704   352000000   547   1 09:06:16.0   0.36792747243130402691776285580038137267734189849942584577544537211628759113031144666901015974545912831846996816232897553596864236163311331060763152724858639581388509048193563979658917451457467952096330785810583461207946395144849128086197500977329741323691322119111883171135578441431837077820661841341636005253657932203506864905661942515502285744114285054972967781663877919818355961817129509948851464183793263255131861073066273698119817210865048507380249147303421650890884288862197600338225739497795252
0705   352500000   547   1 09:15:23.0   0.36792743835338225710761751629134785966892815324067800564132005915629958571568527955251505786127574636302456451830932749723610842129498057243232174959457667055430708048379837723327980950541047546173725766272997947084347575218238681702594009436267498036907311636996676765660156425134462596646374737407738177520776491840689962222172942428992272092101743669560274098070628662426287270836695147251649380718867787323467355125460812230283831797276507551105950589575684396561594983497524910290232534649301179
0706   353000000   548   1 09:24:31.0   0.3679274043478912373008796996021516244593871182337680238337518410069656301665322174928545016354382962508411058908597074023783645859304287881553772093636576093565072919581214478652639672951769071665041633720623742786392443659374081376144368670461722097553575595199846162842621633602322834778502853827431178517525538623646419233150762699729883705976487701850991698473481338943318103904246628390696373940529825995015423203257042077633478728294781464884380054625728272161376907073653621250913088280616662
0707   353500000   585   1 09:34:16.0   0.36792737041457475233702156300763272921474083848811584320684016661047624327844900211125463807446039426156813437041567525280941439517858384837599365407803123263054085684774489381188446236312438921368427659431375130584269385716559773963805101706134101194923106336542945466780673167025435825130881685120320159258787777303132182388499585993339755539269177459520735218067410719957220540233082576329616496596996165112475071277413714071088308091254139477196626541869733797534466432926591179017704067168594823
0708   354000000   554   1 09:43:30.0   0.36792733655317785412255164117995451474027836051581698255154550571203450212032444836094075308455865809918711243216108961172823886180979372987678379144921488759133787013643180197680000015695925123021821778948395926663777722999863560507739054665220267265607010721139603370142545388802893690752368010514072549097720266026105303287176669108027278326076518191977607011010276536409107733414808842883257859794466563075633321631442113433373669001154404093558442175139555915560150878830487608125408836127747527
0709   354500000   548   1 09:52:38.0   0.36792730276344685358603520164391379727178808183205321430135520633899505131603628870037534778504768509075741464323593374789435482273259370689000395917912295757472399664603809808843623791252525608444674456728167693774415111987560267286131822255028784114836590233002526151612348084448061088304852428790575587737094783822956542858184112490806284013179936543559590993048165137702567942719817452075514836016010546161884059582488797708749895320181853769768400315262985873325630074313448444484408637019572281
0710   355000000   570   1 10:02:08.0   0.36792726904512931269545759522744735038770613152517938125177191478776852718633162557761065231865538685819615330810688299466906611691568328420968779929206704206039232664426255944028693031635696248437460373308276465949491876199356830124211493648826243957197502993684767843889161311685084902997352206364364046445364197470829997062278795900061563901176558648710293311269779106100676645070033362958827216624013155346229594807037704716504595000629199634204422588906856214663680728919631535001730930484257303
0711   355500000   565   1 10:11:33.0   0.36792723539797403653736045140714009219795090119974635273874612259860843043532692867390913446454895063023528865507440290626341915307478582783732158759320775193130874198105394045323488759194630510880866778198102480616818490815219658233035727964493740161611912780791728696852726338711704989705939066255007386488717191181679487697355124389269239080001316419182050046309124569527716309464080533615525288848278896631824062272458385240744510770320489856255897155033764339649120224727728796395795093047241998
0712   356000000   572   1 10:21:05.0   0.36792720182173106545718657641857338519833039115861816913602742067339285878329931323356423400638007464515315141434379536848885177362381703951097067334295385729119557321301817337466153916914383805663940359759783334180059015133242665657874651292699138936051455539678949967468285786772014535805596804513518512842937327917736348402487957090639850474608510943221497915219819684200413217196844730427206266771863697036058205307744948361565605099376774258594593575572354116128792769520996139229383652706704516
0713   356500000   597   1 10:31:02.0   0.3679271683161516672602753483217485142446032375185257762866819245640762120472048023936277891019506235315794042840083916801906631337531820169816469481041308585073667452911236210600067500280766664951201787147453391496760710681874344189823323295716462043530532644581374614293593326265667854527796189222131002944791698968539936249675586260108799803503589048721818422562115887810306856182831440539626483183188058193589077814158397208529797617335187331821613670158155493756751036768206138830763689718103606
0714   357000000   608   1 10:41:10.0   0.36792713488098832947295626883624567709461154588326706843521425778722880412961071391305931244182174527078378861034878323912551119929160859534724612364159240170551310534556752832239007905451578535979817686647715966103910707011240088039282438467862877913957410442402923642869218164848928290177772817388327785001591491407217997544681814641809008832026176064928979018492386887353843434991751969033447841462142988497950173128270152749162411197598036566769080296605564370449130262368555291260771166106640133
0715   357500000   596   1 10:51:07.0   0.3679271015159947516631941276288877387534908026053205302058366894594092413326855512238833413616710184334417517727819030287993651962835363712101141942163098437171728179723101646930057372885627786336180954875579447574174958222988424974123700878247868546444246174157046589359294774624715947341634578230296200914228225697223898724442581046473398283120485695190551499067742405888098923672923171992312831340062908786459155606799999574576880982393605333288791277536439543746311704963163088178009599986326177
0716   358000000   578   1 11:00:46.0   0.36792706822092583782024496177434079915534502561179774645374773094616146615678720527830943600926761356684898437077678901023639072906625452671147199938721858415930728386331845624113328800673783470082523704600606849970289917077466925241923301038735307259454131832967263017679492088701180363410149419502848923427137476320001546464232580104717460370444379521864287450612973015197887546431556745500210799950501518052139240591429649550145592255466254474731969960372960106387186356182927628414673361364068988
0717   358500000   563   1 11:10:10.0   0.36792703499553768879278765222860690844786461500395893868816602026932743565742854216923280812815795833337517253299600847925755247309543176643159728886633930127545095428959010539432403265050295666844670446926701688811329271208011238244980340203113831525132201154818168618548472814290222948650880969551816634450116051709887573647806614322541549409772771973759404610300611413762274149859614395021454528106989628935974949262064793272569790438517546075185917218525389153516272785798139589482088806950360487
0718   359000000   567   1 11:19:37.0   0.36792700183958759478500159125570833388297734488827592328604021204621866032812886217434952142567964980574305247237531241397140459907256877665677373518883172475577871373835365809497953424879981512700305068377868621840078544582634828087332088709842215946740814756862809141811837262862212788947521002763716234174988641582159708975391130014020819376782126990185769399896510378891047334729848106100608878048348896977974573861028778510501791992377907234501978506095327126810891946357087918902104293383957742
0719   359500000   565   1 11:29:02.0   0.36792696875283402791006638071485517215909301895414587051739599180947006660282608575323072012981733441324821450395941005275467754405100730188833501437590092709846650458318691441536684979237574025977059494474383948161851284069647610981668362699875514709880107182726818095500021272409371917375694472102082251944361894595027232622078558073432588878834750783113928516757696067149526880274740626917798778817345150329081461548449710507827756990296001395612937159739876469656540635398180184276484254122005245
0720   360000000   561   1 11:38:23.0   0.36792693573503663480056498182193341686925171469608729859384297309097670284424390582350556857586345435631877757597692487408489033719705745397159821010991081676968452234035282412542416644472367328912052671796254567964848466699443964918896223653075270950094192808347920407832760043549506934114995417406893117866354842359135918347287398189856073072429462479482398804522036315677205577729782284208103322337290591028040701155525503339875481096674515429875346827230443633402346523162260930478615950495357309
0721   360500000   576   1 11:47:59.0   0.36792690278595622927527713330543670413024582553462066398695329262086018738460332800592054621218189023023789327045306143202274938549172337813695813175581394118075602322985536163498251089199627941414956812029252670842181723254275671142172158050311264918608640798422191871560672562286905277353849765040863907550075709578727989296191969171866949571581797436155506509233496307989435344476195396618015820934339328796117297349483714609890618403112582185050224587982416999647933001017753960410151180718837321
0722   361000000   592   1 11:57:51.0   0.36792686990535478506185518763066563183156958905253006973031551280743258954986320175135908177229072149041321248602911613963007906178133604114323847230734722538886237554227692898276299079582198531447767772228960014710346614267894407908928399641601632808899725419959317506651042470356727500260348992369599937611541433905272078380933539578422691915160982770385654568705825454813379557377439097000887221935541379310118275110315562523454464379335134806671515348408013858515508536406556739669155821517338758
0723   361500000   666   1 12:08:57.0   0.36792683709299542857487978500249254974332281260524614237362315339123327833202290112183981190805435144033632129444237508331643877233401259801826241849743114865457892783276466293079618128662027222259661945511343294548352764335137642713579990157588999576119425111067441585631262326520133494504852445049866259009299457023517496659117595137515404378998016970047957634638045032325895391332452010442026192766189528535625017538436661032159283678069049045751774634805571435403606905396564213689414896951623725
